資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20220408,2730,11,3,809000,2.17
20220408,2730,12,0,0,0.00
20220408,2730,13,2,1515000,4.07
20220408,2730,14,2,1855000,4.98
20220408,2730,15,2,28521000,76.62
20220408,2730,16,0,0,0.00
20220408,2730,17,2352,37220000,100.00
20220408,2731,1,2265,342594,0.44
20220408,2731,2,7474,13293335,17.37
20220408,2731,3,590,4692653,6.13
20220408,2731,4,164,2113600,2.76
20220408,2731,5,89,1646324,2.15
20220408,2731,6,75,1911097,2.49
20220408,2731,7,37,1341342,1.75
20220408,2731,8,25,1151600,1.50
20220408,2731,9,41,2814228,3.67
20220408,2731,10,21,2867626,3.74
20220408,2731,11,15,3995006,5.22
20220408,2731,12,6,2998802,3.92
20220408,2731,13,2,1269268,1.65
20220408,2731,14,1,913600,1.19
20220408,2731,15,11,35140967,45.94
20220408,2731,16,0,0,0.00
20220408,2731,17,10816,76492042,100.00
20220408,2732,1,1404,211446,0.45
20220408,2732,2,3548,6568751,14.28
20220408,2732,3,320,2376848,5.16
20220408,2732,4,96,1207965,2.62
20220408,2732,5,42,768786,1.67
20220408,2732,6,48,1196593,2.60
20220408,2732,7,11,377443,0.82
20220408,2732,8,12,533000,1.15
20220408,2732,9,27,1937620,4.21
20220408,2732,10,11,1571115,3.41
20220408,2732,11,4,1317217,2.86
20220408,2732,12,3,1481908,3.22
20220408,2732,13,4,2895541,6.29
20220408,2732,14,3,2733357,5.94
20220408,2732,15,10,20811480,45.25
20220408,2732,16,0,0,0.00
20220408,2732,17,5543,45989070,100.00
20220408,2733,1,208,73468,0.29
20220408,2733,2,340,720182,2.92
20220408,2733,3,60,455462,1.85
20220408,2733,4,35,452424,1.83
20220408,2733,5,20,362935,1.47
20220408,2733,6,26,636863,2.58
20220408,2733,7,15,523835,2.12
20220408,2733,8,6,277982,1.13
20220408,2733,9,12,1032567,4.19
20220408,2733,10,6,847223,3.44
20220408,2733,11,2,474065,1.92
20220408,2733,12,1,531180,2.15
20220408,2733,13,0,0,0.00
20220408,2733,14,0,0,0.00
20220408,2733,15,8,18210214,74.03
20220408,2733,16,0,0,0.00
20220408,2733,17,739,24598400,100.00
20220408,2734,1,774,161711,0.43
20220408,2734,2,3089,5812400,15.59
20220408,2734,3,354,2737760,7.34
20220408,2734,4,97,1221979,3.27
20220408,2734,5,74,1354608,3.63
20220408,2734,6,66,1702409,4.56
20220408,2734,7,16,540761,1.45
20220408,2734,8,11,507438,1.36
20220408,2734,9,31,2252556,6.04
20220408,2734,10,12,1562983,4.19
20220408,2734,11,7,1828389,4.90
20220408,2734,12,1,415000,1.11
20220408,2734,13,3,2089861,5.60
20220408,2734,14,0,0,0.00
20220408,2734,15,4,15071905,40.45
20220408,2734,16,0,0,0.00
20220408,2734,17,4539,37259760,100.00
20220408,2735,1,13,929,4.63
20220408,2735,2,8,19100,95.36
20220408,2735,3,0,0,0.00
20220408,2735,4,0,0,0.00
20220408,2735,5,0,0,0.00
20220408,2735,6,0,0,0.00
20220408,2735,7,0,0,0.00
20220408,2735,8,0,0,0.00
20220408,2735,9,0,0,0.00
20220408,2735,10,0,0,0.00
20220408,2735,11,0,0,0.00
20220408,2735,12,0,0,0.00
20220408,2735,13,0,0,0.00
20220408,2735,14,0,0,0.00
20220408,2735,15,0,0,0.00
20220408,2735,16,0,0,0.00
20220408,2735,17,21,20029,100.00
20220408,2736,1,217,20521,0.04
20220408,2736,2,1467,2796894,5.70
20220408,2736,3,191,1513108,3.08
20220408,2736,4,62,804510,1.64
20220408,2736,5,44,803566,1.64
20220408,2736,6,35,881087,1.79
20220408,2736,7,32,1141664,2.33
20220408,2736,8,6,288000,0.58
20220408,2736,9,29,2287844,4.66
20220408,2736,10,27,3955358,8.07
20220408,2736,11,26,7239700,14.77
20220408,2736,12,3,1484854,3.03
20220408,2736,13,6,4290257,8.75
20220408,2736,14,3,2822171,5.76
20220408,2736,15,6,18662849,38.09
20220408,2736,16,0,0,0.00
20220408,2736,17,2154,48992383,100.00
20220408,2738,1,33,3770,0.00
20220408,2738,2,7,15948,0.02
20220408,2738,3,1,5015,0.00
20220408,2738,4,1,11512,0.01
20220408,2738,5,0,0,0.00
20220408,2738,6,1,21986,0.03
20220408,2738,7,1,35060,0.05
20220408,2738,8,1,43474,0.06
20220408,2738,9,2,134810,0.20
20220408,2738,10,0,0,0.00
20220408,2738,11,4,1143420,1.69
20220408,2738,12,2,1143420,1.69
20220408,2738,13,0,0,0.00
20220408,2738,14,1,901070,1.33
20220408,2738,15,3,63921944,94.86
20220408,2738,16,0,0,0.00
20220408,2738,17,57,67381429,100.00
20220408,2739,1,358,51524,0.04
20220408,2739,2,2481,4661229,4.17
20220408,2739,3,249,2006225,1.79
20220408,2739,4,96,1248070,1.11
20220408,2739,5,46,849164,0.76
20220408,2739,6,60,1529320,1.37
20220408,2739,7,28,1001300,0.89
20220408,2739,8,23,1058580,0.94
20220408,2739,9,30,2060180,1.84
20220408,2739,10,12,1909800,1.71
20220408,2739,11,8,2440400,2.18
20220408,2739,12,6,2764000,2.47
20220408,2739,13,6,4232208,3.79
20220408,2739,14,3,2724000,2.44
20220408,2739,15,13,82990000,74.41
20220408,2739,16,0,0,0.00
20220408,2739,17,3419,111526000,100.00
20220408,2740,1,3247,119367,0.90
20220408,2740,2,201,369435,2.80
20220408,2740,3,45,328237,2.48
20220408,2740,4,19,239340,1.81
20220408,2740,5,7,123078,0.93
20220408,2740,6,9,229848,1.74
20220408,2740,7,7,240233,1.82
20220408,2740,8,3,143000,1.08
20220408,2740,9,11,792268,6.00
20220408,2740,10,7,1018200,7.72
20220408,2740,11,7,1586876,12.03
20220408,2740,12,1,429000,3.25
20220408,2740,13,2,1266487,9.60
20220408,2740,14,0,0,0.00
20220408,2740,15,4,6300115,47.78
20220408,2740,16,0,0,0.00
20220408,2740,17,3570,13185484,100.00
20220408,2741,1,340,74122,0.34
20220408,2741,2,759,1403994,6.54
20220408,2741,3,83,596725,2.78
20220408,2741,4,25,311189,1.45
20220408,2741,5,15,260543,1.21
20220408,2741,6,14,352912,1.64
20220408,2741,7,5,165076,0.76
20220408,2741,8,4,192000,0.89
20220408,2741,9,5,372020,1.73
20220408,2741,10,4,580480,2.70
20220408,2741,11,2,455006,2.12
20220408,2741,12,0,0,0.00
20220408,2741,13,4,2632645,12.27
20220408,2741,14,1,983068,4.58
20220408,2741,15,1,13060372,60.91
20220408,2741,16,0,0,0.00
20220408,2741,17,1262,21440152,100.00
20220408,2743,1,355,44517,0.13
20220408,2743,2,1789,3184191,9.94
20220408,2743,3,159,1295857,4.04
20220408,2743,4,56,740910,2.31
20220408,2743,5,48,889304,2.77
20220408,2743,6,24,637000,1.98
20220408,2743,7,14,497662,1.55
20220408,2743,8,12,574000,1.79
20220408,2743,9,18,1215937,3.79
20220408,2743,10,10,1295000,4.04
20220408,2743,11,2,642000,2.00
20220408,2743,12,2,882000,2.75
20220408,2743,13,0,0,0.00
20220408,2743,14,2,1744052,5.44
20220408,2743,15,4,18389270,57.40
20220408,2743,16,0,0,0.00
20220408,2743,17,2495,32031700,100.00
20220408,2745,1,288,32998,0.11
20220408,2745,2,1618,3053855,10.41
20220408,2745,3,158,1284439,4.38
20220408,2745,4,44,567106,1.93
20220408,2745,5,36,642359,2.19
20220408,2745,6,36,907056,3.09
20220408,2745,7,13,462714,1.57
20220408,2745,8,9,413642,1.41
20220408,2745,9,19,1238508,4.22
20220408,2745,10,9,1263873,4.31
20220408,2745,11,5,1232676,4.20
20220408,2745,12,0,0,0.00
20220408,2745,13,0,0,0.00
20220408,2745,14,0,0,0.00
20220408,2745,15,5,18209300,62.12
20220408,2745,16,0,0,0.00
20220408,2745,17,2240,29308526,100.00
20220408,2748,1,871,166920,0.18
20220408,2748,2,3203,6366746,7.03
20220408,2748,3,557,4026930,4.45
20220408,2748,4,174,2107433,2.32
20220408,2748,5,72,1281664,1.41
20220408,2748,6,94,2328337,2.57
20220408,2748,7,36,1265086,1.39
20220408,2748,8,26,1169619,1.29
20220408,2748,9,42,2842262,3.14
20220408,2748,10,19,2483772,2.74
20220408,2748,11,9,2658718,2.93
20220408,2748,12,1,502000,0.55
20220408,2748,13,2,1357561,1.50
20220408,2748,14,0,0,0.00
20220408,2748,15,1,61925502,68.43
20220408,2748,16,0,0,0.00
20220408,2748,17,5107,90482550,100.00
20220408,2749,1,47,6879,0.03
20220408,2749,2,98,249203,1.19
20220408,2749,3,32,252540,1.21
20220408,2749,4,9,116900,0.56
20220408,2749,5,7,130200,0.62
20220408,2749,6,8,205000,0.98
20220408,2749,7,7,242600,1.16
20220408,2749,8,3,140800,0.67
20220408,2749,9,10,762000,3.66
20220408,2749,10,7,1078771,5.18
20220408,2749,11,7,1981200,9.52
20220408,2749,12,7,3393200,16.31
20220408,2749,13,5,3443000,16.55
20220408,2749,14,2,1877000,9.02
20220408,2749,15,2,6920707,33.27
20220408,2749,16,0,0,0.00
20220408,2749,17,251,20800000,100.00
20220408,2750,1,47,928,0.00
20220408,2750,2,74,162932,0.35
20220408,2750,3,14,119000,0.25
20220408,2750,4,5,73000,0.15
20220408,2750,5,1,16000,0.03
20220408,2750,6,4,109000,0.23
20220408,2750,7,2,73003,0.15
20220408,2750,8,9,438000,0.95
20220408,2750,9,6,479759,1.04
20220408,2750,10,6,716000,1.55
20220408,2750,11,1,300000,0.65
20220408,2750,12,2,997000,2.16
20220408,2750,13,7,5408778,11.75
20220408,2750,14,1,1000000,2.17
20220408,2750,15,9,36118000,78.49
20220408,2750,16,0,0,0.00
20220408,2750,17,188,46011400,100.00
20220408,2752,1,705,74554,0.32
20220408,2752,2,763,1292586,5.61
20220408,2752,3,88,635659,2.76
20220408,2752,4,38,456757,1.98
20220408,2752,5,11,193404,0.84
20220408,2752,6,19,461898,2.00
20220408,2752,7,13,424728,1.84
20220408,2752,8,8,365741,1.58
20220408,2752,9,23,1638486,7.11
20220408,2752,10,16,2202885,9.56
20220408,2752,11,7,1818651,7.90
20220408,2752,12,6,3106682,13.49
20220408,2752,13,1,797000,3.46
20220408,2752,14,1,854900,3.71
20220408,2752,15,5,8696053,37.77
20220408,2752,16,0,0,0.00
20220408,2752,17,1704,23019984,100.00
20220408,2753,1,2558,334014,0.50
20220408,2753,2,3410,5749087,8.70
20220408,2753,3,260,2033520,3.07
20220408,2753,4,86,1108204,1.67
20220408,2753,5,59,1067130,1.61
20220408,2753,6,48,1206507,1.82
20220408,2753,7,18,628374,0.95
20220408,2753,8,13,615765,0.93
20220408,2753,9,30,2043053,3.09
20220408,2753,10,17,2597016,3.93
20220408,2753,11,11,3221001,4.87
20220408,2753,12,11,5734607,8.68
20220408,2753,13,4,2786764,4.21
20220408,2753,14,1,941340,1.42
20220408,2753,15,11,35978414,54.47
20220408,2753,16,0,0,0.00
20220408,2753,17,6537,66044796,100.00
20220408,2754,1,836,75798,0.16
20220408,2754,2,2149,3672270,7.93
20220408,2754,3,171,1363978,2.94
20220408,2754,4,60,792233,1.71
20220408,2754,5,44,795500,1.71
20220408,2754,6,41,1067000,2.30
20220408,2754,7,17,588518,1.27
20220408,2754,8,8,374000,0.80
20220408,2754,9,20,1378300,2.97
20220408,2754,10,11,1482000,3.20
20220408,2754,11,6,1731403,3.74
20220408,2754,12,1,407000,0.87
20220408,2754,13,2,1326000,2.86
20220408,2754,14,0,0,0.00
20220408,2754,15,1,31200000,67.45
20220408,2754,16,0,0,0.00
20220408,2754,17,3367,46254000,100.00
20220408,2755,1,218,20274,0.10
20220408,2755,2,607,1064601,5.32
20220408,2755,3,57,434100,2.17
20220408,2755,4,15,183000,0.91
20220408,2755,5,11,207000,1.03
20220408,2755,6,12,324514,1.62
20220408,2755,7,9,325000,1.62
20220408,2755,8,10,434111,2.17
20220408,2755,9,10,762094,3.81
20220408,2755,10,8,1060180,5.30
20220408,2755,11,7,2134772,10.67
20220408,2755,12,1,566997,2.83
20220408,2755,13,3,2182081,10.91
20220408,2755,14,1,992302,4.96
20220408,2755,15,5,9308974,46.54
20220408,2755,16,0,0,0.00
20220408,2755,17,974,20000000,100.00
20220408,2756,1,277,25487,0.14
20220408,2756,2,564,957149,5.61
20220408,2756,3,39,322900,1.89
20220408,2756,4,15,190574,1.11
20220408,2756,5,6,107928,0.63
20220408,2756,6,10,252050,1.47
20220408,2756,7,5,172290,1.01
20220408,2756,8,4,182878,1.07
20220408,2756,9,5,352285,2.06
20220408,2756,10,4,553500,3.24
20220408,2756,11,3,961290,5.64
20220408,2756,12,4,1687280,9.89
20220408,2756,13,2,1316453,7.72
20220408,2756,14,1,846827,4.96
20220408,2756,15,6,9114734,53.47
20220408,2756,16,0,0,0.00
20220408,2756,17,945,17043625,100.00
20220408,2758,1,819,86996,0.42
20220408,2758,2,483,773657,3.77
20220408,2758,3,50,380934,1.85
20220408,2758,4,11,131974,0.64
20220408,2758,5,12,218196,1.06
20220408,2758,6,8,209145,1.02
20220408,2758,7,4,127796,0.62
20220408,2758,8,2,97869,0.47
20220408,2758,9,10,728241,3.55
20220408,2758,10,4,599247,2.92
20220408,2758,11,7,1993538,9.73
20220408,2758,12,2,990608,4.83
20220408,2758,13,0,0,0.00
20220408,2758,14,0,0,0.00
20220408,2758,15,4,14147920,69.06
20220408,2758,16,0,0,0.00
20220408,2758,17,1416,20486121,100.00
20220408,2759,1,0,0,0.00
20220408,2759,2,0,0,0.00
20220408,2759,3,0,0,0.00
20220408,2759,4,0,0,0.00
20220408,2759,5,0,0,0.00
20220408,2759,6,0,0,0.00
20220408,2759,7,0,0,0.00
20220408,2759,8,0,0,0.00
20220408,2759,9,0,0,0.00
20220408,2759,10,0,0,0.00
20220408,2759,11,0,0,0.00
20220408,2759,12,0,0,0.00
20220408,2759,13,0,0,0.00
20220408,2759,14,0,0,0.00
20220408,2759,15,1,16200000,100.00
20220408,2759,16,0,0,0.00
20220408,2759,17,1,16200000,100.00
20220408,2760,1,0,0,0.00
20220408,2760,2,0,0,0.00
20220408,2760,3,0,0,0.00
20220408,2760,4,0,0,0.00
20220408,2760,5,0,0,0.00
20220408,2760,6,0,0,0.00
20220408,2760,7,0,0,0.00
20220408,2760,8,0,0,0.00
20220408,2760,9,0,0,0.00
20220408,2760,10,0,0,0.00
20220408,2760,11,0,0,0.00
20220408,2760,12,0,0,0.00
20220408,2760,13,0,0,0.00
20220408,2760,14,0,0,0.00
20220408,2760,15,1,13000000,100.00
20220408,2760,16,0,0,0.00
20220408,2760,17,1,13000000,100.00
20220408,2761,1,0,0,0.00
20220408,2761,2,1,1000,0.00
20220408,2761,3,16,146739,1.04
20220408,2761,4,6,68136,0.48
20220408,2761,5,4,78908,0.55
20220408,2761,6,3,79976,0.56
20220408,2761,7,3,106315,0.75
20220408,2761,8,7,320939,2.27
20220408,2761,9,9,594191,4.21
20220408,2761,10,4,582970,4.13
20220408,2761,11,5,1526925,10.83
20220408,2761,12,1,595745,4.22
20220408,2761,13,2,1592406,11.29
20220408,2761,14,1,956526,6.78
20220408,2761,15,2,7446720,52.82
20220408,2761,16,0,0,0.00
20220408,2761,17,64,14097496,100.00
20220408,2801,1,70941,16276208,0.15
20220408,2801,2,75780,172217303,1.64
20220408,2801,3,25506,180309547,1.71
20220408,2801,4,11286,133615129,1.27
20220408,2801,5,7223,124921623,1.19
20220408,2801,6,6524,157519521,1.50
20220408,2801,7,3467,118683873,1.13
20220408,2801,8,2048,91424213,0.87
20220408,2801,9,4235,290793371,2.77
20220408,2801,10,2169,293742300,2.80
20220408,2801,11,869,234255346,2.23
20220408,2801,12,230,112647526,1.07
20220408,2801,13,123,84413383,0.80
20220408,2801,14,70,63282813,0.60
20220408,2801,15,352,8414468686,80.22
20220408,2801,16,0,0,0.00
20220408,2801,17,210823,10488570842,100.00
20220408,2807,1,6832,953196,27.79
20220408,2807,2,576,1152637,33.60
20220408,2807,3,68,455279,13.27
20220408,2807,4,17,212360,6.19
20220408,2807,5,6,102438,2.98
20220408,2807,6,4,97633,2.84
20220408,2807,7,3,105678,3.08
20220408,2807,8,3,120703,3.51
20220408,2807,9,1,80018,2.33
20220408,2807,10,1,149714,4.36
20220408,2807,11,0,0,0.00
20220408,2807,12,0,0,0.00
20220408,2807,13,0,0,0.00
20220408,2807,14,0,0,0.00
20220408,2807,15,0,0,0.00
20220408,2807,16,0,0,0.00
20220408,2807,17,7511,3429656,100.00
20220408,2809,1,12849,2860558,0.25
20220408,2809,2,23507,49145184,4.38
20220408,2809,3,3928,31168736,2.77
20220408,2809,4,1202,15298991,1.36
20220408,2809,5,773,14311404,1.27
20220408,2809,6,651,16795881,1.49
20220408,2809,7,319,11416695,1.01
20220408,2809,8,236,11080934,0.98
20220408,2809,9,355,25738087,2.29
20220408,2809,10,204,29215722,2.60
20220408,2809,11,126,36110472,3.22
20220408,2809,12,64,31001501,2.76
20220408,2809,13,25,17333436,1.54
20220408,2809,14,24,21623055,1.92
20220408,2809,15,117,808133609,72.07
20220408,2809,16,0,0,0.00
20220408,2809,17,44380,1121234265,100.00
20220408,2811,1,33062,12963079,4.43
20220408,2811,2,14916,35685212,12.20
20220408,2811,3,2829,20692341,7.07
20220408,2811,4,1015,13011375,4.44
20220408,2811,5,410,7169732,2.45
20220408,2811,6,506,12416531,4.24
20220408,2811,7,220,7786472,2.66
20220408,2811,8,182,8265623,2.82
20220408,2811,9,391,28867884,9.86
20220408,2811,10,158,22869223,7.81
20220408,2811,11,100,27676796,9.46
20220408,2811,12,19,9304173,3.18
20220408,2811,13,13,9111191,3.11
20220408,2811,14,6,5377874,1.83
20220408,2811,15,28,71302494,24.37
20220408,2811,16,0,0,0.00
20220408,2811,17,53855,292500000,100.00
20220408,2812,1,58975,10963441,0.24
20220408,2812,2,74187,166649501,3.67
20220408,2812,3,22122,158509693,3.49
20220408,2812,4,11111,134455431,2.96
20220408,2812,5,5451,95666447,2.10
20220408,2812,6,6517,158260723,3.48
20220408,2812,7,2973,102617915,2.26
20220408,2812,8,1765,79310201,1.74
20220408,2812,9,3554,243434383,5.36
20220408,2812,10,1735,232609125,5.12
20220408,2812,11,659,178282777,3.92
20220408,2812,12,173,85010678,1.87
20220408,2812,13,59,40510792,0.89
20220408,2812,14,36,31876374,0.70
20220408,2812,15,195,2820363077,62.14
20220408,2812,16,0,0,0.00
20220408,2812,17,189512,4538520558,100.00
20220408,2816,1,7156,1464758,0.65
20220408,2816,2,3156,6609361,2.95
20220408,2816,3,612,4519152,2.02
20220408,2816,4,239,2861509,1.27
20220408,2816,5,108,1947614,0.87
20220408,2816,6,130,3232352,1.44
20220408,2816,7,61,2133793,0.95
20220408,2816,8,44,1995834,0.89
20220408,2816,9,93,6501623,2.90
20220408,2816,10,35,4622091,2.06
20220408,2816,11,25,7087449,3.16
20220408,2816,12,11,5522882,2.46
20220408,2816,13,6,3980938,1.78
20220408,2816,14,3,2519050,1.12
20220408,2816,15,11,168609594,75.40
20220408,2816,16,0,0,0.00
20220408,2816,17,11690,223608000,100.00
20220408,2820,1,29632,4253199,0.31
20220408,2820,2,27429,63432135,4.72
20220408,2820,3,7237,58790648,4.37
20220408,2820,4,2525,31872030,2.37
20220408,2820,5,1991,36608000,2.72
20220408,2820,6,1678,42813423,3.18
20220408,2820,7,745,26908422,2.00
20220408,2820,8,580,27105539,2.01
20220408,2820,9,1024,76119435,5.66
20220408,2820,10,384,54999539,4.09
20220408,2820,11,174,49364654,3.67
20220408,2820,12,51,25183454,1.87
20220408,2820,13,17,12221825,0.91
20220408,2820,14,12,10952400,0.81
20220408,2820,15,50,822335297,61.23
20220408,2820,16,0,0,0.00
20220408,2820,17,73529,1342960000,100.00
20220408,2825,1,7421,1686122,12.84
20220408,2825,2,1891,4095167,31.20
20220408,2825,3,304,2107415,16.05
20220408,2825,4,127,1514993,11.54
20220408,2825,5,30,523846,3.99
20220408,2825,6,46,1092056,8.32
20220408,2825,7,10,342905,2.61
20220408,2825,8,3,141144,1.07
20220408,2825,9,7,476557,3.63
20220408,2825,10,3,430656,3.28
20220408,2825,11,0,0,0.00
20220408,2825,12,0,0,0.00
20220408,2825,13,1,714440,5.44
20220408,2825,14,0,0,0.00
20220408,2825,15,0,0,0.00
20220408,2825,16,0,0,0.00
20220408,2825,17,9843,13125301,100.00
20220408,2827,1,21321,5169797,3.98
20220408,2827,2,6619,13782064,10.63
20220408,2827,3,1132,7817396,6.03
20220408,2827,4,507,6041087,4.66
20220408,2827,5,177,3112550,2.40
20220408,2827,6,306,7209722,5.56
20220408,2827,7,96,3270337,2.52
20220408,2827,8,82,3623851,2.79
20220408,2827,9,139,9871928,7.61
20220408,2827,10,90,11970986,9.23
20220408,2827,11,37,10400559,8.02
20220408,2827,12,9,4603774,3.55
20220408,2827,13,3,1922970,1.48
20220408,2827,14,2,1795804,1.38
20220408,2827,15,12,38994122,30.09
20220408,2827,16,0,0,0.00
20220408,2827,17,30532,129586947,100.00
20220408,2831,1,15548,4095713,0.33
20220408,2831,2,13942,41920473,3.45
20220408,2831,3,5945,48743556,4.01
20220408,2831,4,1588,20440405,1.68
20220408,2831,5,1736,33661920,2.77
20220408,2831,6,1354,36789926,3.02
20220408,2831,7,603,22441297,1.84
20220408,2831,8,672,32504706,2.67
20220408,2831,9,1119,86890966,7.15
20220408,2831,10,476,71125458,5.85
20220408,2831,11,242,71467455,5.88
20220408,2831,12,62,30603391,2.51
20220408,2831,13,28,19629897,1.61
20220408,2831,14,11,10326000,0.85
20220408,2831,15,71,683954754,56.31
20220408,2831,16,0,0,0.00
20220408,2831,17,43397,1214595917,100.00
20220408,2832,1,21906,732976,0.20
20220408,2832,2,7265,15835875,4.37
20220408,2832,3,1434,11390895,3.14
20220408,2832,4,655,8221605,2.26
20220408,2832,5,357,6581135,1.81
20220408,2832,6,356,9048667,2.49
20220408,2832,7,176,6198716,1.71
20220408,2832,8,114,5339999,1.47
20220408,2832,9,223,16035966,4.42
20220408,2832,10,127,17890672,4.93
20220408,2832,11,66,17756144,4.90
20220408,2832,12,20,9529362,2.63
20220408,2832,13,5,3338600,0.92
20220408,2832,14,4,3681743,1.01
20220408,2832,15,30,230618045,63.67
20220408,2832,16,0,0,0.00
20220408,2832,17,32738,362200400,100.00
20220408,2834,1,74109,18003259,0.23
20220408,2834,2,130035,299923259,3.87
20220408,2834,3,41364,306989654,3.96
20220408,2834,4,21255,255855701,3.30
20220408,2834,5,11846,209568703,2.70
20220408,2834,6,13187,321349334,4.15
20220408,2834,7,6853,235850117,3.04
20220408,2834,8,4368,198603154,2.56
20220408,2834,9,8356,581953246,7.51
20220408,2834,10,4335,583547497,7.53
20220408,2834,11,1704,468112387,6.04
20220408,2834,12,452,219761753,2.83
20220408,2834,13,191,133329770,1.72
20220408,2834,14,104,92764673,1.19
20220408,2834,15,346,3817582788,49.30
20220408,2834,16,0,0,0.00
20220408,2834,17,318505,7743195295,100.00
20220408,2836,1,9759,2054168,0.17
20220408,2836,2,10031,21778324,1.87
20220408,2836,3,3258,22943459,1.97
20220408,2836,4,1093,13111085,1.12
20220408,2836,5,669,11689820,1.00
20220408,2836,6,597,14555304,1.25
20220408,2836,7,365,12446961,1.06
20220408,2836,8,210,9414708,0.80
20220408,2836,9,367,25230606,2.16
20220408,2836,10,200,27924209,2.40
20220408,2836,11,117,31610019,2.71
20220408,2836,12,28,13400713,1.15
20220408,2836,13,11,7427140,0.63
20220408,2836,14,8,7247272,0.62
20220408,2836,15,47,942610670,81.01
20220408,2836,16,0,0,0.00
20220408,2836,17,26760,1163444458,100.00
20220408,2836A,1,1878,272541,0.68
20220408,2836A,2,1418,3249961,8.12
20220408,2836A,3,97,734650,1.83
20220408,2836A,4,36,458272,1.14
20220408,2836A,5,19,338797,0.84
20220408,2836A,6,114,2765249,6.91
20220408,2836A,7,7,254057,0.63
20220408,2836A,8,24,1112386,2.78
20220408,2836A,9,60,4224355,10.56
20220408,2836A,10,31,4489000,11.22
20220408,2836A,11,19,5769732,14.42
20220408,2836A,12,1,433000,1.08
20220408,2836A,13,2,1440000,3.60
20220408,2836A,14,0,0,0.00
20220408,2836A,15,5,14458000,36.14
20220408,2836A,16,0,0,0.00
20220408,2836A,17,3711,40000000,100.00
20220408,2838,1,13910,3313676,0.10
20220408,2838,2,15552,33721658,1.02
20220408,2838,3,4217,31028272,0.94
20220408,2838,4,2148,26568175,0.80
20220408,2838,5,1928,32925355,0.99
20220408,2838,6,1142,28262392,0.85
20220408,2838,7,537,18449332,0.55
20220408,2838,8,312,14304821,0.43
20220408,2838,9,661,47132017,1.43
20220408,2838,10,390,53374301,1.61
20220408,2838,11,178,49261811,1.49
20220408,2838,12,59,28035519,0.85
20220408,2838,13,33,23249264,0.70
20220408,2838,14,15,13716523,0.41
20220408,2838,15,100,2891875578,87.75
20220408,2838,16,0,0,0.00
20220408,2838,17,41182,3295218694,100.00
20220408,2838A,1,1045,252742,0.12
20220408,2838A,2,4343,6974019,3.48
20220408,2838A,3,859,6911576,3.45
20220408,2838A,4,161,2062985,1.03
20220408,2838A,5,282,5439959,2.71
20220408,2838A,6,149,3909976,1.95
20220408,2838A,7,117,4414901,2.20
20220408,2838A,8,48,2232473,1.11
20220408,2838A,9,163,12439260,6.21
20220408,2838A,10,84,13522884,6.76
20220408,2838A,11,24,7369859,3.68
20220408,2838A,12,8,4248222,2.12
20220408,2838A,13,7,4974000,2.48
20220408,2838A,14,6,5272000,2.63
20220408,2838A,15,24,119975144,59.98
20220408,2838A,16,0,0,0.00
20220408,2838A,17,7320,200000000,100.00
20220408,2841,1,34207,2574864,0.33
20220408,2841,2,14605,34079967,4.47
20220408,2841,3,4544,35948715,4.72
20220408,2841,4,1924,24155825,3.17
20220408,2841,5,1451,26738587,3.51
20220408,2841,6,1302,33159060,4.35
20220408,2841,7,695,24695014,3.24
20220408,2841,8,518,24033508,3.15
20220408,2841,9,1014,74583676,9.80
20220408,2841,10,521,74026261,9.72
20220408,2841,11,238,66369136,8.72
20220408,2841,12,76,37728608,4.95
20220408,2841,13,30,19876808,2.61
20220408,2841,14,17,15652495,2.05
20220408,2841,15,59,267321076,35.13
20220408,2841,16,0,0,0.00
20220408,2841,17,61201,760943600,100.00
20220408,2845,1,26931,6770952,0.19
20220408,2845,2,28750,62531924,1.77
20220408,2845,3,9228,65393922,1.86
20220408,2845,4,5492,66355077,1.88
20220408,2845,5,3009,52814619,1.50
20220408,2845,6,3243,78359965,2.22
20220408,2845,7,1587,54563650,1.55
20220408,2845,8,913,41084214,1.16
20220408,2845,9,1982,137612839,3.91
20220408,2845,10,1145,152944728,4.35
20220408,2845,11,502,137313302,3.90
20220408,2845,12,144,70175729,1.99
20220408,2845,13,82,56785554,1.61
20220408,2845,14,46,41711432,1.18
20220408,2845,15,169,2489545329,70.84
20220408,2845,16,0,0,0.00
20220408,2845,17,83223,3513963236,100.00
20220408,2849,1,5102,866921,0.04
20220408,2849,2,2275,4677459,0.23
20220408,2849,3,673,4806890,0.24
20220408,2849,4,137,1710884,0.08
20220408,2849,5,87,1610746,0.08
20220408,2849,6,78,1956275,0.09
20220408,2849,7,44,1573297,0.08
20220408,2849,8,21,960358,0.04
20220408,2849,9,64,4641920,0.23
20220408,2849,10,36,5138269,0.26
20220408,2849,11,18,5198850,0.26
20220408,2849,12,5,2664945,0.13
20220408,2849,13,5,3446553,0.17
20220408,2849,14,3,2693053,0.13
20220408,2849,15,40,1915963630,97.85
20220408,2849,16,0,0,0.00
20220408,2849,17,8588,1957910050,100.00
20220408,2850,1,3811,719258,0.22
20220408,2850,2,7323,15856169,5.01
20220408,2850,3,1399,11155145,3.53
20220408,2850,4,462,5942932,1.88
20220408,2850,5,316,5822461,1.84
20220408,2850,6,268,6787187,2.14
20220408,2850,7,146,5191722,1.64
20220408,2850,8,87,3981114,1.25
