資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20220408,5289,10,38,5526569,6.60
20220408,5289,11,31,8458823,10.10
20220408,5289,12,8,3755262,4.48
20220408,5289,13,7,5018998,5.99
20220408,5289,14,3,2802347,3.34
20220408,5289,15,14,34402958,41.09
20220408,5289,16,0,0,0.00
20220408,5289,17,15765,83722540,100.00
20220408,5291,1,291,42707,0.10
20220408,5291,2,1355,2758208,7.03
20220408,5291,3,193,1538539,3.92
20220408,5291,4,59,750917,1.91
20220408,5291,5,44,830295,2.11
20220408,5291,6,42,1016882,2.59
20220408,5291,7,18,630363,1.60
20220408,5291,8,17,796748,2.03
20220408,5291,9,34,2599785,6.62
20220408,5291,10,22,3205630,8.17
20220408,5291,11,17,4679361,11.92
20220408,5291,12,5,2557335,6.51
20220408,5291,13,7,4769587,12.15
20220408,5291,14,6,5369283,13.68
20220408,5291,15,4,7688076,19.59
20220408,5291,16,0,0,0.00
20220408,5291,17,2114,39233716,100.00
20220408,5292,1,44,4854,0.01
20220408,5292,2,171,356265,1.27
20220408,5292,3,43,299231,1.06
20220408,5292,4,18,219781,0.78
20220408,5292,5,8,138497,0.49
20220408,5292,6,7,168743,0.60
20220408,5292,7,11,354655,1.26
20220408,5292,8,3,124315,0.44
20220408,5292,9,10,746949,2.66
20220408,5292,10,9,1192027,4.25
20220408,5292,11,3,763188,2.72
20220408,5292,12,0,0,0.00
20220408,5292,13,3,2045142,7.30
20220408,5292,14,1,911025,3.25
20220408,5292,15,4,20675328,73.84
20220408,5292,16,0,0,0.00
20220408,5292,17,335,28000000,100.00
20220408,5294,1,47,12113,0.13
20220408,5294,2,30,78923,0.89
20220408,5294,3,5,38113,0.43
20220408,5294,4,4,46972,0.53
20220408,5294,5,1,16185,0.18
20220408,5294,6,0,0,0.00
20220408,5294,7,0,0,0.00
20220408,5294,8,0,0,0.00
20220408,5294,9,0,0,0.00
20220408,5294,10,0,0,0.00
20220408,5294,11,2,621221,7.08
20220408,5294,12,0,0,0.00
20220408,5294,13,1,757899,8.63
20220408,5294,14,0,0,0.00
20220408,5294,15,3,7202759,82.09
20220408,5294,16,0,0,0.00
20220408,5294,17,93,8774185,100.00
20220408,5295,1,32,8051,0.02
20220408,5295,2,35,85640,0.29
20220408,5295,3,14,100180,0.34
20220408,5295,4,7,85720,0.29
20220408,5295,5,4,76000,0.26
20220408,5295,6,11,278618,0.95
20220408,5295,7,2,75000,0.25
20220408,5295,8,6,289800,0.99
20220408,5295,9,7,597400,2.05
20220408,5295,10,6,796752,2.73
20220408,5295,11,2,505000,1.73
20220408,5295,12,4,1986569,6.81
20220408,5295,13,2,1341944,4.60
20220408,5295,14,1,870200,2.98
20220408,5295,15,8,22043126,75.64
20220408,5295,16,0,0,0.00
20220408,5295,17,141,29140000,100.00
20220408,5296,1,21,3910,0.01
20220408,5296,2,183,510816,2.32
20220408,5296,3,75,661165,3.01
20220408,5296,4,32,424260,1.93
20220408,5296,5,21,408768,1.86
20220408,5296,6,44,1133049,5.16
20220408,5296,7,14,498844,2.27
20220408,5296,8,20,947567,4.32
20220408,5296,9,32,2520793,11.49
20220408,5296,10,25,3791939,17.28
20220408,5296,11,12,3272803,14.92
20220408,5296,12,2,925719,4.22
20220408,5296,13,0,0,0.00
20220408,5296,14,1,950220,4.33
20220408,5296,15,4,5884528,26.82
20220408,5296,16,0,0,0.00
20220408,5296,17,486,21934381,100.00
20220408,5297,1,67,18314,0.07
20220408,5297,2,369,877227,3.73
20220408,5297,3,99,779165,3.31
20220408,5297,4,30,378127,1.60
20220408,5297,5,22,398000,1.69
20220408,5297,6,17,439958,1.87
20220408,5297,7,15,529757,2.25
20220408,5297,8,8,367785,1.56
20220408,5297,9,15,1121871,4.77
20220408,5297,10,11,1617705,6.88
20220408,5297,11,8,2131873,9.06
20220408,5297,12,4,1759170,7.48
20220408,5297,13,2,1382203,5.87
20220408,5297,14,3,2724324,11.58
20220408,5297,15,6,8981521,38.20
20220408,5297,16,0,0,0.00
20220408,5297,17,676,23507000,100.00
20220408,5299,1,6700,179795,0.50
20220408,5299,2,4717,7845295,21.88
20220408,5299,3,322,2549737,7.11
20220408,5299,4,95,1253236,3.49
20220408,5299,5,52,958129,2.67
20220408,5299,6,46,1159612,3.23
20220408,5299,7,17,598000,1.66
20220408,5299,8,13,607291,1.69
20220408,5299,9,27,1944522,5.42
20220408,5299,10,12,1523664,4.25
20220408,5299,11,6,1840949,5.13
20220408,5299,12,5,2516997,7.02
20220408,5299,13,2,1435704,4.00
20220408,5299,14,0,0,0.00
20220408,5299,15,5,11437150,31.90
20220408,5299,16,0,0,0.00
20220408,5299,17,12019,35850081,100.00
20220408,5301,1,3308,394207,0.37
20220408,5301,2,1282,2689424,2.57
20220408,5301,3,275,2203656,2.10
20220408,5301,4,77,970585,0.92
20220408,5301,5,56,1031890,0.98
20220408,5301,6,55,1354482,1.29
20220408,5301,7,24,841905,0.80
20220408,5301,8,23,1018241,0.97
20220408,5301,9,33,2240343,2.14
20220408,5301,10,17,2333156,2.23
20220408,5301,11,13,3951931,3.77
20220408,5301,12,2,992863,0.94
20220408,5301,13,5,3249542,3.10
20220408,5301,14,1,839171,0.80
20220408,5301,15,9,80441175,76.93
20220408,5301,16,0,0,0.00
20220408,5301,17,5180,104552571,100.00
20220408,5302,1,3684,824688,0.50
20220408,5302,2,8275,18169846,11.18
20220408,5302,3,1493,12409713,7.64
20220408,5302,4,363,4705381,2.89
20220408,5302,5,331,6304452,3.88
20220408,5302,6,255,6625495,4.08
20220408,5302,7,90,3260286,2.00
20220408,5302,8,65,3084136,1.89
20220408,5302,9,117,8390103,5.16
20220408,5302,10,52,7129620,4.39
20220408,5302,11,15,4228086,2.60
20220408,5302,12,3,1480327,0.91
20220408,5302,13,6,3858224,2.37
20220408,5302,14,3,2814165,1.73
20220408,5302,15,12,79092478,48.70
20220408,5302,16,0,0,0.00
20220408,5302,17,14764,162377000,100.00
20220408,5304,1,26531,6045383,1.84
20220408,5304,2,4733,9668808,2.95
20220408,5304,3,620,4618706,1.41
20220408,5304,4,194,2448478,0.74
20220408,5304,5,113,2027144,0.61
20220408,5304,6,93,2385853,0.72
20220408,5304,7,44,1505968,0.46
20220408,5304,8,26,1193553,0.36
20220408,5304,9,47,3374693,1.03
20220408,5304,10,26,3430622,1.04
20220408,5304,11,13,3480023,1.06
20220408,5304,12,7,3132669,0.95
20220408,5304,13,3,1939068,0.59
20220408,5304,14,3,2793260,0.85
20220408,5304,15,11,278918208,85.30
20220408,5304,16,0,0,0.00
20220408,5304,17,32464,326962436,100.00
20220408,5306,1,6706,1177064,0.93
20220408,5306,2,4228,7167652,5.68
20220408,5306,3,311,2373521,1.88
20220408,5306,4,94,1176501,0.93
20220408,5306,5,47,816034,0.64
20220408,5306,6,50,1285418,1.02
20220408,5306,7,23,829379,0.65
20220408,5306,8,28,1253072,0.99
20220408,5306,9,39,2806880,2.22
20220408,5306,10,20,3083953,2.44
20220408,5306,11,21,5808843,4.61
20220408,5306,12,7,3263292,2.58
20220408,5306,13,5,3509000,2.78
20220408,5306,14,3,2686012,2.13
20220408,5306,15,15,88763379,70.44
20220408,5306,16,0,0,0.00
20220408,5306,17,11597,126000000,100.00
20220408,5307,1,12023,4094857,0.96
20220408,5307,2,14838,34923124,8.19
20220408,5307,3,4086,30631464,7.18
20220408,5307,4,1574,19399654,4.55
20220408,5307,5,925,16987418,3.98
20220408,5307,6,837,20925432,4.91
20220408,5307,7,394,13984318,3.28
20220408,5307,8,290,13575051,3.18
20220408,5307,9,528,38650074,9.07
20220408,5307,10,227,31893663,7.48
20220408,5307,11,113,30438513,7.14
20220408,5307,12,36,17820632,4.18
20220408,5307,13,15,10517289,2.46
20220408,5307,14,10,8910583,2.09
20220408,5307,15,33,133353437,31.29
20220408,5307,16,0,0,0.00
20220408,5307,17,35929,426105509,100.00
20220408,5309,1,15193,1486280,0.95
20220408,5309,2,16316,31823191,20.45
20220408,5309,3,1984,16061706,10.32
20220408,5309,4,561,7320286,4.70
20220408,5309,5,350,6583840,4.23
20220408,5309,6,300,7723081,4.96
20220408,5309,7,138,4965291,3.19
20220408,5309,8,100,4683137,3.00
20220408,5309,9,149,10610037,6.81
20220408,5309,10,62,8505690,5.46
20220408,5309,11,30,8730088,5.61
20220408,5309,12,6,3165449,2.03
20220408,5309,13,7,4533018,2.91
20220408,5309,14,1,1000000,0.64
20220408,5309,15,13,38396870,24.67
20220408,5309,16,0,0,0.00
20220408,5309,17,35210,155587964,100.00
20220408,5310,1,3784,601571,2.07
20220408,5310,2,456,1069138,3.69
20220408,5310,3,87,639931,2.21
20220408,5310,4,44,542707,1.87
20220408,5310,5,35,598750,2.06
20220408,5310,6,30,758378,2.62
20220408,5310,7,23,820220,2.83
20220408,5310,8,15,664887,2.29
20220408,5310,9,27,1835204,6.34
20220408,5310,10,8,1209577,4.17
20220408,5310,11,9,2581764,8.92
20220408,5310,12,3,1372012,4.74
20220408,5310,13,3,2057406,7.10
20220408,5310,14,2,1764397,6.09
20220408,5310,15,5,12427575,42.93
20220408,5310,16,0,0,0.00
20220408,5310,17,4531,28943517,100.00
20220408,5312,1,1672,272868,0.45
20220408,5312,2,3016,5708268,9.50
20220408,5312,3,341,2694869,4.48
20220408,5312,4,103,1346879,2.24
20220408,5312,5,56,1021249,1.70
20220408,5312,6,52,1311997,2.18
20220408,5312,7,22,792299,1.31
20220408,5312,8,23,1085403,1.80
20220408,5312,9,38,2581162,4.29
20220408,5312,10,28,4400790,7.32
20220408,5312,11,10,2564645,4.27
20220408,5312,12,1,590440,0.98
20220408,5312,13,1,751383,1.25
20220408,5312,14,1,874115,1.45
20220408,5312,15,13,34063531,56.71
20220408,5312,16,0,0,0.00
20220408,5312,17,5377,60059898,100.00
20220408,5314,1,18595,1564559,2.60
20220408,5314,2,2198,4523494,7.53
20220408,5314,3,407,2963800,4.93
20220408,5314,4,125,1541881,2.56
20220408,5314,5,81,1458609,2.43
20220408,5314,6,78,1952765,3.25
20220408,5314,7,22,759146,1.26
20220408,5314,8,26,1208980,2.01
20220408,5314,9,45,3264519,5.44
20220408,5314,10,20,2807517,4.67
20220408,5314,11,11,2845145,4.74
20220408,5314,12,6,2842427,4.73
20220408,5314,13,2,1364779,2.27
20220408,5314,14,3,2647448,4.41
20220408,5314,15,7,28254931,47.09
20220408,5314,16,0,0,0.00
20220408,5314,17,21626,60000000,100.00
20220408,5315,1,21536,1458516,1.37
20220408,5315,2,7758,16869050,15.86
20220408,5315,3,1261,10302010,9.68
20220408,5315,4,342,4470348,4.20
20220408,5315,5,249,4693960,4.41
20220408,5315,6,223,5712227,5.37
20220408,5315,7,107,3943332,3.70
20220408,5315,8,82,3831202,3.60
20220408,5315,9,109,8039123,7.55
20220408,5315,10,63,8778308,8.25
20220408,5315,11,21,5859457,5.50
20220408,5315,12,13,6383566,6.00
20220408,5315,13,7,4775884,4.49
20220408,5315,14,2,1699000,1.59
20220408,5315,15,9,19535849,18.36
20220408,5315,16,0,0,0.00
20220408,5315,17,31782,106351832,100.00
20220408,5321,1,5229,344384,0.98
20220408,5321,2,1462,2647309,7.56
20220408,5321,3,153,1216923,3.47
20220408,5321,4,42,541263,1.54
20220408,5321,5,38,686952,1.96
20220408,5321,6,20,501000,1.43
20220408,5321,7,19,660894,1.88
20220408,5321,8,10,461963,1.32
20220408,5321,9,22,1626061,4.64
20220408,5321,10,10,1556497,4.45
20220408,5321,11,11,2993948,8.56
20220408,5321,12,4,1781265,5.09
20220408,5321,13,2,1378000,3.94
20220408,5321,14,0,0,0.00
20220408,5321,15,3,18576736,53.11
20220408,5321,16,0,0,0.00
20220408,5321,17,7025,34973195,100.00
20220408,5324,1,19241,908676,0.40
20220408,5324,2,2850,7552807,3.33
20220408,5324,3,517,4146290,1.83
20220408,5324,4,188,2416444,1.06
20220408,5324,5,159,2960086,1.30
20220408,5324,6,122,3135256,1.38
20220408,5324,7,70,2486457,1.09
20220408,5324,8,57,2677109,1.18
20220408,5324,9,105,7205517,3.18
20220408,5324,10,61,8590471,3.79
20220408,5324,11,36,9245130,4.08
20220408,5324,12,6,2855386,1.26
20220408,5324,13,10,7013764,3.09
20220408,5324,14,6,5226888,2.30
20220408,5324,15,26,159958809,70.65
20220408,5324,16,0,0,0.00
20220408,5324,17,23454,226379090,100.00
20220408,5325,1,13832,4315993,7.57
20220408,5325,2,5813,12271818,21.53
20220408,5325,3,775,5370942,9.42
20220408,5325,4,287,3364705,5.90
20220408,5325,5,117,1998360,3.50
20220408,5325,6,142,3338397,5.85
20220408,5325,7,54,1834482,3.21
20220408,5325,8,33,1455319,2.55
20220408,5325,9,38,2434940,4.27
20220408,5325,10,8,1056226,1.85
20220408,5325,11,3,956524,1.67
20220408,5325,12,2,900217,1.58
20220408,5325,13,1,750755,1.31
20220408,5325,14,2,1649432,2.89
20220408,5325,15,3,15274171,26.80
20220408,5325,16,0,0,0.00
20220408,5325,17,21110,56972281,100.00
20220408,5328,1,20132,1107073,0.64
20220408,5328,2,10766,24133636,13.97
20220408,5328,3,2102,17416399,10.08
20220408,5328,4,500,6440038,3.72
20220408,5328,5,456,8646060,5.00
20220408,5328,6,306,8133298,4.70
20220408,5328,7,139,5056117,2.92
20220408,5328,8,101,4706489,2.72
20220408,5328,9,158,11366088,6.58
20220408,5328,10,50,7232629,4.18
20220408,5328,11,15,4142312,2.39
20220408,5328,12,5,2393260,1.38
20220408,5328,13,4,2711507,1.56
20220408,5328,14,2,1939697,1.12
20220408,5328,15,8,67286121,38.95
20220408,5328,16,0,0,0.00
20220408,5328,17,34744,172710724,100.00
20220408,5336,1,2663,645002,28.30
20220408,5336,2,318,646312,28.36
20220408,5336,3,37,279118,12.24
20220408,5336,4,10,125038,5.48
20220408,5336,5,11,200609,8.80
20220408,5336,6,3,77687,3.40
20220408,5336,7,1,30206,1.32
20220408,5336,8,1,44245,1.94
20220408,5336,9,2,104693,4.59
20220408,5336,10,1,126000,5.52
20220408,5336,11,0,0,0.00
20220408,5336,12,0,0,0.00
20220408,5336,13,0,0,0.00
20220408,5336,14,0,0,0.00
20220408,5336,15,0,0,0.00
20220408,5336,16,0,0,0.00
20220408,5336,17,3047,2278910,100.00
20220408,5340,1,3070,328535,0.16
20220408,5340,2,3654,7755582,3.97
20220408,5340,3,638,5074917,2.60
20220408,5340,4,220,2801129,1.43
20220408,5340,5,168,3088837,1.58
20220408,5340,6,159,4062845,2.08
20220408,5340,7,91,3274832,1.68
20220408,5340,8,59,2699419,1.38
20220408,5340,9,141,10302590,5.28
20220408,5340,10,53,7674029,3.93
20220408,5340,11,42,11128151,5.70
20220408,5340,12,20,10032044,5.14
20220408,5340,13,12,8452039,4.33
20220408,5340,14,5,4314621,2.21
20220408,5340,15,12,113904394,58.44
20220408,5340,16,0,0,0.00
20220408,5340,17,8344,194893964,100.00
20220408,5344,1,4112,981279,1.23
20220408,5344,2,3702,7413873,9.33
20220408,5344,3,383,3094273,3.89
20220408,5344,4,106,1358203,1.70
20220408,5344,5,72,1331912,1.67
20220408,5344,6,66,1653928,2.08
20220408,5344,7,16,564764,0.71
20220408,5344,8,13,601000,0.75
20220408,5344,9,21,1424644,1.79
20220408,5344,10,7,956466,1.20
20220408,5344,11,4,1114753,1.40
20220408,5344,12,0,0,0.00
20220408,5344,13,0,0,0.00
20220408,5344,14,0,0,0.00
20220408,5344,15,4,58952365,74.20
20220408,5344,16,0,0,0.00
20220408,5344,17,8506,79447460,100.00
20220408,5345,1,7353,1145500,2.41
20220408,5345,2,1404,2955796,6.22
20220408,5345,3,244,1759650,3.70
20220408,5345,4,96,1199722,2.52
20220408,5345,5,41,731570,1.54
20220408,5345,6,45,1137639,2.39
20220408,5345,7,17,585604,1.23
20220408,5345,8,11,500393,1.05
20220408,5345,9,21,1507151,3.17
20220408,5345,10,13,1919487,4.04
20220408,5345,11,9,2429448,5.11
20220408,5345,12,5,2646025,5.57
20220408,5345,13,6,4063052,8.55
20220408,5345,14,2,1930795,4.06
20220408,5345,15,3,22988168,48.39
20220408,5345,16,0,0,0.00
20220408,5345,17,9270,47500000,100.00
20220408,5346,1,176193,51623745,3.77
20220408,5346,2,63310,144233032,10.55
20220408,5346,3,11605,82571650,6.04
20220408,5346,4,4120,50262779,3.67
20220408,5346,5,2617,44385565,3.24
20220408,5346,6,2389,58357852,4.27
20220408,5346,7,1318,44780616,3.27
20220408,5346,8,778,35221410,2.57
20220408,5346,9,1655,115871586,8.48
20220408,5346,10,893,124333042,9.09
20220408,5346,11,446,121159502,8.86
20220408,5346,12,125,59776078,4.37
20220408,5346,13,74,51426014,3.76
20220408,5346,14,29,25993743,1.90
20220408,5346,15,85,356348252,26.08
20220408,5346,16,0,0,0.00
20220408,5346,17,265637,1366344866,100.00
20220408,5347,1,18841,4629954,0.28
20220408,5347,2,28645,52404155,3.19
20220408,5347,3,2658,19759000,1.20
20220408,5347,4,693,8692349,0.53
20220408,5347,5,395,7203248,0.43
20220408,5347,6,316,7927084,0.48
20220408,5347,7,173,6150955,0.37
20220408,5347,8,97,4405440,0.26
20220408,5347,9,230,16289703,0.99
20220408,5347,10,170,24414960,1.48
20220408,5347,11,129,36533514,2.22
20220408,5347,12,58,29041213,1.77
20220408,5347,13,38,26827664,1.63
20220408,5347,14,14,12555511,0.76
20220408,5347,15,126,1382147517,84.32
20220408,5347,16,0,0,0.00
20220408,5347,17,52583,1638982267,100.00
20220408,5348,1,1504,149164,0.51
20220408,5348,2,567,1270605,4.38
20220408,5348,3,96,802499,2.77
20220408,5348,4,32,422358,1.45
20220408,5348,5,21,389755,1.34
20220408,5348,6,33,852329,2.94
20220408,5348,7,15,522251,1.80
20220408,5348,8,9,417304,1.44
20220408,5348,9,29,2201067,7.60
20220408,5348,10,13,1835437,6.33
20220408,5348,11,5,1432684,4.94
20220408,5348,12,3,1546005,5.34
20220408,5348,13,3,2122819,7.33
20220408,5348,14,2,1919659,6.63
20220408,5348,15,3,13066374,45.13
20220408,5348,16,0,0,0.00
20220408,5348,17,2335,28950310,100.00
20220408,5351,1,32231,4037624,1.49
20220408,5351,2,37184,68379901,25.29
20220408,5351,3,3496,26786546,9.91
20220408,5351,4,914,11528544,4.26
20220408,5351,5,566,10364762,3.83
20220408,5351,6,434,11081947,4.10
20220408,5351,7,178,6329345,2.34
20220408,5351,8,119,5471933,2.02
20220408,5351,9,205,14487992,5.36
20220408,5351,10,117,16114559,5.96
20220408,5351,11,49,13277391,4.91
20220408,5351,12,13,6458604,2.38
20220408,5351,13,7,5112284,1.89
20220408,5351,14,13,11669163,4.31
20220408,5351,15,19,59182752,21.89
20220408,5351,16,1,4000,0.00
20220408,5351,17,75545,270279347,100.00
20220408,5353,1,2644,767316,1.02
20220408,5353,2,1768,3803574,5.07
20220408,5353,3,312,2487545,3.31
20220408,5353,4,102,1296670,1.72
20220408,5353,5,62,1115789,1.48
20220408,5353,6,73,1820962,2.42
20220408,5353,7,41,1434562,1.91
20220408,5353,8,28,1277315,1.70
20220408,5353,9,52,3651684,4.86
20220408,5353,10,39,5429023,7.23
20220408,5353,11,19,5342492,7.12
20220408,5353,12,14,6934512,9.24
20220408,5353,13,9,5858455,7.81
20220408,5353,14,3,2779101,3.70
20220408,5353,15,12,31001000,41.33
20220408,5353,16,0,0,0.00
20220408,5353,17,5178,75000000,100.00
20220408,5355,1,14778,131258,0.07
20220408,5355,2,3618,8952134,5.38
20220408,5355,3,975,8261715,4.97
20220408,5355,4,290,3858722,2.32
20220408,5355,5,265,5046753,3.03
20220408,5355,6,234,6219285,3.74
20220408,5355,7,115,4127682,2.48
20220408,5355,8,78,3672894,2.21
20220408,5355,9,166,12476872,7.51
20220408,5355,10,74,11123150,6.69
20220408,5355,11,31,8772318,5.28
20220408,5355,12,14,6801222,4.09
20220408,5355,13,7,4627774,2.78
20220408,5355,14,5,4590722,2.76
20220408,5355,15,20,77460291,46.62
20220408,5355,16,0,0,0.00
20220408,5355,17,20670,166122792,100.00
20220408,5356,1,16993,1899991,1.84
20220408,5356,2,8330,18383174,17.84
20220408,5356,3,1349,10487107,10.17
20220408,5356,4,373,4706749,4.56
20220408,5356,5,297,5350425,5.19
20220408,5356,6,204,5088425,4.93
20220408,5356,7,88,3136333,3.04
20220408,5356,8,49,2242481,2.17
20220408,5356,9,90,6692228,6.49
20220408,5356,10,38,5380238,5.22
20220408,5356,11,16,4786414,4.64
20220408,5356,12,8,3857907,3.74
20220408,5356,13,4,2800200,2.71
20220408,5356,14,1,860000,0.83
20220408,5356,15,7,27368328,26.56
20220408,5356,16,0,0,0.00
20220408,5356,17,27847,103040000,100.00
20220408,5364,1,7371,646532,2.24
20220408,5364,2,526,1015822,3.52
20220408,5364,3,59,434247,1.50
20220408,5364,4,23,283521,0.98
20220408,5364,5,12,214456,0.74
20220408,5364,6,12,311799,1.08
20220408,5364,7,4,148118,0.51
20220408,5364,8,3,132987,0.46
20220408,5364,9,8,543738,1.88
20220408,5364,10,9,1321960,4.58
20220408,5364,11,10,2870184,9.94
20220408,5364,12,3,1569448,5.44
20220408,5364,13,0,0,0.00
20220408,5364,14,0,0,0.00
20220408,5364,15,4,19357128,67.09
20220408,5364,16,0,0,0.00
20220408,5364,17,8044,28849940,100.00
20220408,5371,1,26734,3292717,0.84
20220408,5371,2,17043,33510480,8.57
20220408,5371,3,2085,15722199,4.02
20220408,5371,4,584,7326677,1.87
20220408,5371,5,313,5682688,1.45
20220408,5371,6,243,6202146,1.58
20220408,5371,7,121,4288292,1.09
20220408,5371,8,67,3045224,0.77
20220408,5371,9,127,9177260,2.34
20220408,5371,10,74,10830551,2.77
20220408,5371,11,61,17672182,4.51
20220408,5371,12,17,8934035,2.28
20220408,5371,13,11,7933546,2.02
20220408,5371,14,8,6692519,1.71
20220408,5371,15,53,250670594,64.11
20220408,5371,16,0,0,0.00
20220408,5371,17,47541,390981110,100.00
20220408,5372,1,1316,147948,0.30
20220408,5372,2,2972,6890032,14.03
20220408,5372,3,587,5148642,10.48
20220408,5372,4,150,1979931,4.03
20220408,5372,5,140,2722696,5.54
20220408,5372,6,120,3330668,6.78
20220408,5372,7,56,2093665,4.26
20220408,5372,8,64,3113750,6.34
20220408,5372,9,68,5033144,10.25
20220408,5372,10,31,4472000,9.10
20220408,5372,11,10,2959653,6.02
20220408,5372,12,6,3312721,6.74
20220408,5372,13,3,2115000,4.30
20220408,5372,14,0,0,0.00
20220408,5372,15,4,5775786,11.76
20220408,5372,16,0,0,0.00
20220408,5372,17,5527,49095636,100.00
20220408,5376,1,1935,313258,0.92
20220408,5376,2,1192,2722931,8.00
20220408,5376,3,360,3001448,8.82
20220408,5376,4,108,1370715,4.02
20220408,5376,5,102,1938198,5.69
20220408,5376,6,73,1853437,5.44
20220408,5376,7,28,998034,2.93
20220408,5376,8,28,1335149,3.92
20220408,5376,9,40,3024335,8.89
20220408,5376,10,31,4404671,12.94
20220408,5376,11,9,2422871,7.12
20220408,5376,12,4,1824531,5.36
20220408,5376,13,1,774000,2.27
20220408,5376,14,0,0,0.00
20220408,5376,15,3,8035643,23.62
20220408,5376,16,0,0,0.00
20220408,5376,17,3914,34019221,100.00
20220408,5381,1,8756,1449267,0.80
20220408,5381,2,2903,7089486,3.93
20220408,5381,3,759,5650154,3.13
20220408,5381,4,307,3807625,2.11
20220408,5381,5,178,3228225,1.79
20220408,5381,6,142,3542815,1.96
20220408,5381,7,120,4319030,2.39
20220408,5381,8,61,2771840,1.53
20220408,5381,9,144,10031951,5.56
20220408,5381,10,83,11353519,6.30
20220408,5381,11,46,12516326,6.94
20220408,5381,12,19,9266091,5.14
20220408,5381,13,6,3952717,2.19
20220408,5381,14,6,5309868,2.94
20220408,5381,15,16,95867923,53.21
20220408,5381,16,0,0,0.00
20220408,5381,17,13546,180156837,100.00
20220408,5383,1,5361,486598,0.61
20220408,5383,2,1975,4349934,5.47
20220408,5383,3,400,3187963,4.01
20220408,5383,4,152,1977290,2.49
20220408,5383,5,94,1741415,2.19
20220408,5383,6,86,2230864,2.80
20220408,5383,7,58,2054652,2.58
20220408,5383,8,39,1810619,2.28
20220408,5383,9,50,3624812,4.56
20220408,5383,10,39,5543440,6.98
20220408,5383,11,17,4847165,6.10
20220408,5383,12,1,580000,0.73
20220408,5383,13,1,610000,0.76
20220408,5383,14,1,977726,1.23
20220408,5383,15,3,45377921,57.15
20220408,5383,16,0,0,0.00
20220408,5383,17,8277,79400399,100.00
20220408,5385,1,7155,1916692,17.15
20220408,5385,2,1124,2288414,20.47
20220408,5385,3,114,830810,7.43
20220408,5385,4,32,392387,3.51
20220408,5385,5,24,415107,3.71
20220408,5385,6,22,534624,4.78
20220408,5385,7,3,99572,0.89
20220408,5385,8,7,326714,2.92
20220408,5385,9,16,1211790,10.84
20220408,5385,10,3,391391,3.50
20220408,5385,11,3,736685,6.59
20220408,5385,12,0,0,0.00
20220408,5385,13,0,0,0.00
20220408,5385,14,0,0,0.00
20220408,5385,15,1,2030000,18.16
20220408,5385,16,0,0,0.00
20220408,5385,17,8504,11174186,100.00
20220408,5386,1,3682,382755,1.54
20220408,5386,2,3356,5917871,23.88
20220408,5386,3,363,2465779,9.95
20220408,5386,4,126,1497266,6.04
20220408,5386,5,38,671809,2.71
20220408,5386,6,36,861618,3.47
20220408,5386,7,15,525250,2.11
20220408,5386,8,12,530809,2.14
20220408,5386,9,23,1530183,6.17
20220408,5386,10,8,1124617,4.53
20220408,5386,11,4,1404490,5.66
20220408,5386,12,2,1056569,4.26
20220408,5386,13,0,0,0.00
20220408,5386,14,0,0,0.00
20220408,5386,15,1,6809643,27.48
20220408,5386,16,0,0,0.00
20220408,5386,17,7666,24778659,100.00
20220408,5387,1,142238,2619072,5.82
20220408,5387,2,269,504230,1.12
20220408,5387,3,18,116393,0.25
20220408,5387,4,10,125967,0.27
20220408,5387,5,2,33221,0.07
20220408,5387,6,3,74489,0.16
20220408,5387,7,2,60542,0.13
20220408,5387,8,1,41085,0.09
20220408,5387,9,0,0,0.00
20220408,5387,10,1,157265,0.34
20220408,5387,11,2,683396,1.51
20220408,5387,12,0,0,0.00
20220408,5387,13,0,0,0.00
20220408,5387,14,0,0,0.00
20220408,5387,15,1,40584340,90.18
20220408,5387,16,0,0,0.00
20220408,5387,17,142547,45000000,100.00
20220408,5388,1,3702,666357,0.26
20220408,5388,2,11543,22223116,8.80
20220408,5388,3,1252,10021624,3.97
20220408,5388,4,384,4917447,1.94
20220408,5388,5,249,4676513,1.85
20220408,5388,6,212,5518768,2.18
20220408,5388,7,98,3557130,1.40
20220408,5388,8,65,3021000,1.19
20220408,5388,9,121,8547354,3.38
20220408,5388,10,82,11519442,4.56
20220408,5388,11,38,10780042,4.27
20220408,5388,12,23,11397475,4.51
20220408,5388,13,9,6413879,2.54
20220408,5388,14,7,6454138,2.55
20220408,5388,15,45,142675482,56.52
20220408,5388,16,0,0,0.00
20220408,5388,17,17830,252389767,100.00
20220408,5392,1,23702,2278524,1.34
20220408,5392,2,7765,16105918,9.47
20220408,5392,3,1574,11125419,6.54
20220408,5392,4,616,7488463,4.40
20220408,5392,5,284,4972188,2.92
20220408,5392,6,304,7434383,4.37
20220408,5392,7,138,4860482,2.85
20220408,5392,8,100,4526048,2.66
20220408,5392,9,183,12951162,7.61
20220408,5392,10,92,12480652,7.34
20220408,5392,11,42,12225203,7.19
20220408,5392,12,9,4382348,2.57
20220408,5392,13,9,6318677,3.71
20220408,5392,14,5,4388028,2.58
20220408,5392,15,10,58426495,34.37
20220408,5392,16,0,0,0.00
20220408,5392,17,34833,169963990,100.00
20220408,5395,1,2100,244299,12.92
20220408,5395,2,146,281952,14.91
20220408,5395,3,31,219860,11.63
20220408,5395,4,14,162379,8.59
20220408,5395,5,3,51221,2.70
